name
0, START_ALLREDUCE
1, START_CALC_FORCE
2, START_SBN3_SENDS
3, START_SBN3_RECVS
4, END_SBN3_RECVS
5, START_ALLREDUCE_GET
6, END_ALLREDUCE_GET
7, START_CALC_VELOCITY
8, START_CALC_POSITION
9, START_POSVEL_SENDS
10, START_POSVEL_RECVS
11, END_POSVEL_RECVS
12, START_LAGRANGE_ELEMENTS
13, START_MONOQ_SENDS
14, START_MONOQ_RECVS
15, END_MONOQ_RECVS
16, START_CALC_TIMECONSTRAINTS
17, END_CALC_TIMECONSTRAINTS
